group,name,rating,review
review,欣酱8821,3,"一个欺负老玩家的游戏.从有这个游戏一直玩,到现在都没有金灵,有很多跟我一样的朋友.希望出一些互利机智,比如抽多少次必出伪满,或者第几百个灵石必出经典妖灵这种.否则太无底洞了吧."
review,Pirun 雨默,1,"一起来捉妖.特别垃圾,根本抓不到好的妖怪.抓高资质的都是那些人"
review,小的时候可丑了,5,"又更新了.太开心了,又出新妖了,祝大家满满满.遗憾的是2周年没出套装猫,猫,猫,不出让猫玩家怎么玩.策划啊策划,让一群配猫玩家很伤心,可下等来2周年"
review,风四爷、do,2,"跟编剧一样,废了.这游戏刚出的半年,是真的不错,会经常出门抓怪,跟朋友一起喝着奶茶一起聊天,一起抓.很不容易抓到一个32全满的时候,一晚上激动.每天也会在定点的时候去打boss跟擂台,还有就是为了打一点鼓赚一点球,很有乐趣的.可惜,半年时间,一个定位,一群工作室,凉了.好怀念当初玩的感觉,如果有怀旧服,我觉得还是会回来玩的,现在嘛,再见了."
review,Goicekun,3,"声音太大..腾讯的游戏我下了这么多,就你一个进入游戏画面声音贼大.这么久还没改吗.系统内改也没用以及捉妖记的妖灵实在太丑了,不懂为什么要搞这个合作,让人感到浑身不适的那种丑"
review,桃子🍑🍑？,5,呵呵😄.dsvhmgbd方法蛋糕发生服务的是对方xr对方是否成为我的啊的啊的色色色图成下班电话说吧许下三个水果是否是德国是否是无期阿卡S文房四宝阿哥身体啊个无法
review,我还是已经深V发一家子,2,"不好玩.感觉作为一款和宝可梦go同类的游戏,它切实地做到了取其糟粕,去其精华.文案和世界观做得很差.美术风格……实在不是我的菜.配音,音效太幼了,让人联想到央视儿童台.几乎所有妖灵看着都像宝宝一样,强调华夏元素又用力过猛适得其反."
review,lbwnp,4,"擂台还要再改进.雷台限制一下吧占10个就行了山河图一开全是别人的头像自己还是新手雷台根本够不到第一,有点影响新人体验,能不能改一下,这样发育太累了.那个第三都会被人打,素质很差.还有最好弄个天梯赛什么的.希望官方可以看见."
review,蘇river,1,1.一打擂台就卡要么网络不好破游戏（其他游戏都么这问题）
review,大大大SU,3,"為什麼不開通國外登錄呢...之前還可以的,對上兩次更新就不可以了,搞到人在國外,這遊戲像費了一樣,好無趣..唉.之前還可以在國外玩的,現在就限制了,真可惜了"
review,大只佬就系我,2,"问题还是有的.飞机师太多了,各种定位各种挂,平衡性就不行了.其次,误封几率很大,我有个朋友连续被误封直接弃坑了."
review,梨九,4,除了策划太垃圾外..人挺好的....除了策划太垃圾外..人挺好的...
review,巴罗迪,5,"好吧,吸引到我了.画面真的吸引到我了,我就是比较喜欢那种可爱唯美的画风,先不说游戏怎么样,光是这个画质就值得我这个五星."
review,江南小猪猪,5,垃圾.垃圾游戏地域歧视那么严重两次活动都在广州搞还有现在举报也一点用都没有了满天飞还有工作室把钻石价格搞乱摊位也没人抢了策划自己玩去吧太傻了
review,小饭啊,1,"还让人玩吗.灵石玩了2年满资专属都没一个.充了那么多钱跟白嫖玩家没区别.毫无游戏体验感,满资几率超低.2年的游戏了,到现在专属满资豆没一个.垃圾游戏不玩了"
review,潮流松鼠呀,2,"开机动画声音太吵..每次打开游戏,开机动画声音吵死人,能不能优化一下啊."
review,☞☞☞☞←,3,"还可以.这游戏其实还可以,不需要过多的充值,就是boss擂台真的挺难受的."
review,57823671,1,"游戏太卡,玩不了.在其他游戏及软件运行没问题的情况下,一直提示网络有问题,连接不上.好不容易连上了,游戏卡的要命,根本没法玩."
review,捉妖最垃圾,1,"最垃圾的游戏.垃圾游戏,废物策划,智障封号系统,游戏环境极差,游戏体验没有,建议别浪费时间"
review,@jj啊凯,3,"希望官方可以看到.这游戏很好,我也很喜欢,但是这游戏对新手玩家是不是不太友好😨这个行者挑战也太难了吧.还有都这么久了画风还是没啥长进哎资金不够吗.我是老玩家回归,发现这游戏玩的人越来越少了,我希望这游戏可以在试着打打广告我身边的人还有很多不知道这个游戏的,我觉得打打广告,改进画风可以给游戏带来新生机.或者你可以出一个2来次大升级."
review,司雨123,3,"游戏有待改进.这款游戏也玩一段时间了,目前为止感觉不太适合所有玩家,缺少点公平性,首先开发者没有考虑到打工一族没双休这一点,每次有新妖灵活动都设置在上班时间,别忘了腾讯旗下很多会员也有他们的一份"
review,37899348,3,照妖镜到底怎么得啊.我已经玩了好久但照妖境始终不出活动想买也买不着就差一个火灵了
review,虚空包子,5,"给五星是因为出于老玩家对游戏的喜爱.我是一个玩了很久的Q区老玩家,之前删了,现在想下回来,但是发现根本登不进去是怎么回事.一直卡在加载界面进度条都没动.现在我想回归玩都不行."
review,周明打打陈星,5,"这游戏真不错,真是好游戏.我最喜欢玩了,很休闲一款游戏,请下载上和我一起玩吧"
review,出怪速度慢,3,"外挂毁了这个游戏.一开服就玩了,一开始是真的喜欢这个游戏,为了这个游戏散步,去散步的时候也发现外面的美,呼吸新鲜空气,吹这风,很暇意.但外挂从北方飞过来抢我的擂台,在擂台留言嘲讽我,看见视频秒开灵石,人家2个猴子,自己……我嫉妒心犯了,再见了"
review,游戏心情,1,"一起来封号.如题,像疯了一样的封号,如果真用了,封也没有意见,但是好多都没有用辅助,也封.垃圾游戏."
review,退钱弃游了,1,CH你妈买菜必涨价.超级加倍..CH你妈买菜必涨价.超级加倍.
review,疑问请解答6678,2,"不合理.为什么换个手机系统登陆等级要从新来,太不合理了,想弃游了"
review,一起来广州捉妖吧,5,"一起去广州捉妖.什么都不想说,开服玩到现在,只能说真恶心,潇洒退游,不行就让广州人玩吧"
review,各种闪0000,4,希望给我提高点概率.天天200不截图给这是闹哪样来点截图吧逼我退游
review,赶集网友,1,"非常不好玩.先不说外面有没有网,我走了好几千米的路连个玉免都没抓到🔪玩了2年了.30级都不到..你们自己解决吧."
review,一起捉妖是垃圾,2,"垃圾游戏.你们这些傻子不好玩还给5星你妈死了垃圾游戏,147"
review,牛牛救救,5,"我错了.我八千出了八个满,最后一个满,系统提示我来评五星写评论我没来,我道歉.现在一万好几了,中间一个满都没出来.求求你啦.2个多月没出满资了.还让人玩不哦."
review,月霁风光,4,"这是实话.游戏虽然有一定模仿抄袭,但是还算可以,挺好玩,对战有一定技术但是主要靠肝,也就是玩得久就强.有些小细节策划不太走心,活动经常被吐槽,但活动本身并不是很有问题,只是对虚拟定位外挂打击力度不够.总之,游戏有趣,但是需要的时间太多,且有着不少需要改进的地方."
review,浮城烟雨,5,"游戏不错.多来点满资好吗.一起玩的朋友一个星期都没过完都3个满资了,我的满资3个月都没有一个的嘛."
review,he999ming,5,"棒棒哒我玩的第一款手游.棒棒哒的我玩的第一款游戏,感觉再不玩要和年轻人脱节了.始于新鲜,限于运营（不断推出的新玩法,新妖怪）,点赞鼓励户外的初衷.建议多些山海经,封神榜,西游记聊斋志异的妖怪,有更多的代入感.也建议不仅仅局限于鼓励户外,适当来些消耗时间的“沉迷”也是很好的.总之有满资,咋样都行."
review,🤣😘🤤😱🙃,2,"玩法单一.如题.除了抓妖怪还是抓妖怪,一大堆重复的.属性还不好.城市的郊区基本都是垃圾怪.这是个城里人玩的游戏."
review,林逸（继续努力）,2,"外挂太多,严重影响游戏平衡.这个游戏是靠户外捉妖,步行开灵石,敲鼓让自己变得更强.我在刚出这款游戏的时候开始玩,那时候是夏天,每天在外面晒着太阳流着汗在外面找妖,敲鼓,开灵石.我玩了将近五个月,那时候外出拿手机已经开始冻手了.身边有几个大佬,他们都是安卓的,每天都是300妖,500个鼓.每天灵石开到上限,天天步行50公里,后来问了原因都是开挂,那个挂叫什么幻影.人在家里躺着半小时,赶得上我在外走路六小时的了.想到自己肝了半年,从被晒到受冻.心里真的不是滋味,后面人玩的越来越少,并且还有人说这游戏开挂不是很正常吗.现在哪有不开挂玩的.虽然官方嘴上宣传是打击外挂,但是我想说一天,三天真的很少,一点不影响人们解封之后继续开挂.我不是说公平不公平,我氪的金也不少,起码小一千块了,这个游戏太让我伤心了,以后不会再碰这种充钱了还打不过开挂的垃圾游戏."
review,C-1_1,3,"无线登陆老是掉线.为什么更新之后,苹果版本无线登陆老是重练中.用数据没事.是不是bug"
review,鹌鹑鹑鹑鹑鹑,2,"不公布概率,对玩家不友好.高姿获得的概率不公布,对这种看运气的游戏来说是最大的缺点,消磨时间还可以,但消费就算了吧."
review,木可老头,5,"希望游客账号可以转微信账号或QQ账号.因为要是换设备,游客账号就没有了"
review,开心12334455667764323564,2,"我退游的原因.今年6月玩的捉妖,刚开始感觉很有意思,每天都花几个小时在捉妖上.但渐渐的熟悉了之后新意就不大了,但还是一直在玩.中间有一次广州嘉年华导致游戏很不公平的一次,一半人都走了,但我感觉没什么.毕竟参加嘉年华的人花费也不少,难道你没花钱和人家花钱的享受一样就公平了.不过这次青龙出来我就再也不想玩了,本来就是一个休闲的游戏,却被硬生生的改成氪金了.你或许可以说我不要青龙不就行了,呵呵,本来就把这当成一个收藏游戏,有收不到的妖灵不是很难受吗,况且打着游戏就剩收藏的乐趣了.（一个平民玩家）"
review,啥时候上班不,2,"能不能修复带耳机启动游戏声音过大..每一次带耳机启动游戏,这个启动的音乐都要比我耳机其他音量好好几倍,每次都要炸到我耳朵我快要气死了..用户体验做这么差."
review,涟漪益生,3,"过度开发.原本就内存和玩法来说,更像收集养成,但是过多的版面开发和无谓的功能过于增加玩家负担,并且导致内存过大,导致越来越多的玩家退游,希望能好好运营而不是不断无脑出活动,毕竟当时还是蛮不错的,但是逐渐这游戏就变了味"
review,癫炫龙,1,垃圾.封号不合理.游戏平衡应该是由游戏公司服务……不是个人……游戏有漏洞.是人都会去尝试……这不是道德游戏……是网络游戏……还希望你们深思
review,J你别管我是谁,2,"有点虚弱的游戏.如果想圈钱最起码让我门觉得花钱有价值,有些设置都有点诈骗行为了,验证来不及参加一张参展卡就没了,既然都腾讯模式了出个期卡活动,那干脆给我们搞个贵族,最起码能让我们看到自己消费了多少,稍微给点福利好吧,策划这点都不懂,为什么那么多人退,还不是你的福利给点的不到位,我们花钱打水飘了..赶紧给我门肝的人点福利,光圈钱迟早要关服的."
review,剑君十二很,5,"给大家讲个笑话：一起去广州嘉年华..准备下载玩的朋友注意了,千万别充钱,千万别.等嘉年华活动,100来块就能随随便便把氪金几万辛苦几个月打boss抓妖的大佬按在地上摩擦.真的"
review,gdyfijhio,3,游戏是个好游戏但是面向群体太小.对于在家看小孩想玩玩休闲游戏的很不友好最后没办法只能放弃
review,梦天18092/0,4,"小小问题.游戏整体内非常好,只是下载太慢了啦."
review,我想问策划是缺钱吗，要不你直接来拿,1,一个嘉年华.自己去搜搜8月17日嘉年华都发生了什么再来看为什么打0分
review,微笑的苹果已经成为世界,5,"快乐有你有我幸福美好.健康快乐成长,秘诀就是不断行走"
review,近战劣人王天师,1,外挂满天飞官方不作为.外挂满天飞多次举报官方也不管证据明确没有作为玩您🐱
review,momo爱好者,1,"抄袭.呵呵,抄袭,tx就没有什么新意么,建模还那么一言难尽,服了"
review,小烧猫,2,"iphonexr闪退.今天更新后,出现闪退,ios12系统,擂台全被抢了,也太不公平了,这种游戏方真应该反思,没弄好就提前开放"
review,优秀de大虾,5,"大家一起来捉妖吧.休闲游戏好玩哦,朋友组队一起捉妖"
review,Larrm『Я』,4,"总体还可以.从游戏刚开服就开始玩了,凭良心说,和某Go性质一样,感谢引进.从起初的到处蹲团战,到现在的神行团战,至少还是有体谅玩家的.但是现在必须得要扣一🌟为了开游戏页面的音乐实在是声音太大了.耳朵刺疼,多次想玩,一点开就被我关了希望改善."
review,mmhun,5,"玩玩休闲.以前玩了太累走哪捉那,现在休闲玩玩.以前的组队不知道改没没卵用"
review,佩琪的弗雷德,3,更新后有很多bug.昨天更新完我就发现邀请好友上线这个根本邀请不了.一锁屏或者切换后台就会掉线而且游戏杀后台每次登录都需要QQ认证很麻烦莫名其妙掉线垃圾
review,周周小作,3,内存.这个游戏每次更新内存就站很多我都要删除两三个app关键是这都是工作需要呵呵了
review,昕ma的麻麻,4,"好玩.虽然游戏好玩,但是内存太大了下载的很慢"
review,猴哥哥的马马先生,3,"柬埔寨玩不了.人在柬埔寨,然后突然在appstore里面看到这个游戏,心血来潮下载,完了打开,第一次碰到不给我玩的游戏.虽然还没玩这个游戏,但是就感觉很好玩的亚子.请尽快开发好吗.靴靴."
review,静熙1111,3,"一直不出满资.系统时常出故障,玩好久都没有满资"
review,Lisa的左耳朵,4,"买时装总是买到10天的气死了.想吐槽的点是,买时装,价格默认显示10天,点购买一确定就是买了,两次都是手快买了10天的,很生气,再也不买时装了,工作人员太少,反馈都没人回复,是凉了吗"
review,ZNY、,5,"一脸懵.我去年玩的时候发现我一直登不上了,今年登陆还登不上不是一直在转圈就是内存不足"
review,刘琳（韩梦华）,1,"概率太低.抓的都是垃圾,每天好几个小时的投入也不给满资,有的前前后后抓了几十只,上百只了.逼走玩家,心寒,没有动力,垃圾游戏,黑心制作商"
review,赶集网友,1,"非常不好玩.先不说外面有没有网,我走了好几千米的路连个玉免都没抓到🔪玩了2年了.30级都不到..你们自己解决吧."
review,五星好评放书架,2,"系统过于复杂.作为抄袭作,想开发新的内容玩法没问题,但不要做的太过而失去原本的味道."
review,朱氏仙女,3,有点不满..官方能不能解决一下闪退的问题啊🤯🤯
review,随便啥名都好,1,"团队脑子有矢.好好一游戏,越改越撒币.该改的不改,天天作妖,5星神灵就是恶心正常玩家的.活动次次只给广州开,从来不给其他地区补奖励.行吧,广州人都是团队的爸爸,留给广州用户玩去吧."
review,凤舜,3,"托儿,比较好..游戏都是拿钱当垃圾桶用呗.遇到不少垃圾托儿,不如喷了."
review,微路线,5,"老马宇宙第一高富帅.首先给个五星好评,真的不错,很好的一款游戏,妖怪好看又好玩,多给我一些满资就可以充钱体验一下了,策划最近出的高资是不是有问题,都是不能用的宠物,麻烦跟进一下,还有我还发现身边的朋友陆续退游了,而我还在坚持,但已经好几天没出过好东西了,急需满资让我继续坚持下去,加油,麻烦一下了."
review,一个曾经的捉妖迷,3,"一起来广州.你还在每天打神灵么.你还在每天找星移一次限定的伙伴.你还担心没超资妖么.不用怕,只要来广州,不用一个月,不用一个星期,也不用一天,只要2小时全部毕业.广州欢迎您.论广州嘉联华抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗,策划***兄嘚想开啥呢想开点说不定你哪天辛辛苦苦赚的砖石买到的高资还特么是人家广州运来的呢有"
